HS Code,Goods Shipped
38089329,1 20 CONTAINER CONTAINING 20 INTERMEDIATE BULK CONTAINER CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE
38089329,"1 40 H,C CONTAINER CONTAINING 32 INTERMEDIATE BULK CONTAINER CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE"
38089329,"1 40 H,C CONTAINER CONTAINING 32 INTERMEDIATE BULK CONTAINER CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE"
38089329,1 20 CONTAINER CONTAINING 20 INTERMEDIATE BULK CONTAINER CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE
00330000,"002 X 20´ X 8´ X 8´6"" FLAT (COLL SLAC 13 PALLETS OIL WELL EQUIPMENT"
29329900,"2X40HC CONTAINER(S) SAID TO   CONTAIN:UN2992, CARBAMATE PESTICIDE,  LIQUID, TOXIC, N.O.S.  (CARBOSULFAN, CARBOFURAN),  CLASS 6.1, III"
29162015,"1X40HC CONTAINER SAID TO CONTAIN:UN3349,   PYRETHROID PESTICIDE,  SOLID, TOXIC, CLASS 6.1, III"
29280090,"CONTAINS 30 BAGS ""SHIPPER´S LOAD, COU LUCKY TECNICO CONSAGRO (KRESOXIM-METHYL TECHNICAL)"
29339959,CARBENDAZIM 98% TC (CARBENDAZIN TECNICO)
29333929,1-(6-C:HLORO-3-PYRIDIN-3-YLMETHYL)-N-NITROIMIDAZOLI DIN-2-YLIDENAMINE (IMIDAC:LOPRID TECNICO)
38086990,"004 X 40´ X 8´ X 8´6"" GENERAL PU SLAC 3,740 CARTONS MALATHION,1170UL,2X10L,P*CM 3+2 UN 3082 , ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S. (MALATHION)"
38086990,"002 X 40´ X 8´ X 8´6"" GENERAL PU SLAC 1,870 CARTONS MALATHION,1170UL,2X10L,P*CM 3+2 (MALATHION)"
39129000,"02 40´ X 8´ X 8´6"" GENERAL PU SLAC 66 PALLETS 13 PAL 18 X 20 KG BOXES AVICEL PH-101 NF I MICROCRYSTALLINE CELLULOSE 28 PAL 18 X 20 KG BOXES AVICEL PH-102 NF I MICROCRYSTALLINE CELLULOSE"
73269090,1 PACKAGE OILWELL EQUIPMENT
29162015,"1X40HC CONTAINER SAID TO CONTAIN:UN3349 PYRETHROID PESTICIDE SOLID, TOXIC (BIFENTHRIN TECNICO FMC) 6.1, III, MARINE POLLUTANT EMS # F-A, S-A"
38089329,"1 40 H,C CONTAINER CONTAINING 32 BLK BULK CONTAINER CONTAINING AGRICULTURAL HERBICIDE"
38089329,"1 40 H,C CONTAINER CONTAINING 12 INTERMEDIATE BULK CONTAINER CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE"
38089329,"1 40 H,C CONTAINER CONTAINING 32 INTERMEDIATE BULK CONTAINER CONTAINING AGRICULTURAL HERBICIDE NLR"
38089329,"32 1 40 H,C CONTAINER CONTAINING INTERMEDIATE BULK CONTAINER CONTAINING AGRICULTURAL HERBICIDE NLR"
38089329,"32 BLK 1 40 H,C CONTAINER CONTAINING BULK CONTAINER CONTAINING AGRICULTURAL HERBICIDE"
29329994,"(DRUM, STEEL) UN2992, CARBAMATE PESTICIDE, LIQUID,TOXIC, N.O.S. (CARBOSULFAN, CARBOFURAN) , CLASS 6.1, III"
29329994,"(DRUM, STEEL) UN2992, CARBAMATE PESTICIDE, LIQUID,TOXIC, N.O.S. (CARBOSULFAN, CARBOFURAN) , CLASS 6.1, III"
29329994,"(DRUM, STEEL) UN2992, CARBAMATE PESTICIDE, LIQUID,TOXIC, N.O.S. (CARBOSULFAN, CARBOFURAN) , CLASS 6.1, III"
00330000,4 PALLETS GELCARIN DG 5264 12 BAGS MANUCOL DM MCLDM 40 BAGS SCOGIN HV 20 BAGS PROTANAL VK14 20
29269029,80 DRUMS ONLY ZETACYPERMETHRIN TECNICO FMC ENVIRONMENTALLY HAZARDOUS SUBSTANCE
00330000,"ONE 40´ X 8´ X 9´6"" REEFER CON SLAC 20 STEEL CYLINDERS 20 TYPE 420 STEEL CYLINDERS"
73269090,1 WOODEN CASE SPACER BLOCK U-FORM L1200 CLAMPING AND LOCATION ANGLE RIGHT
00330000,2 WOODEN PALLETS TRANSDUCER BLOCK BODY TARGET ELBOW BODY
29329994,"160 DRUM   2X40HC CONTAINER(S) SAID TO   CONTAIN:UN2992, CARBAMATE PESTICIDE,  LIQUID, TOXIC, N.O.S  (CARBOSULFAN, CARBOFURAN),  CLASS 6.1, III  MARINE POLLUTANT, EMS # F-A, S-A  ERT: 151, EMS 6.1-0.1  FOR LEAK, FIRE, SPILL, OR DENT EMERGENCIES"
29329900,"160 DRUM   2X40HC CONTAINER(S) SAID TO   CONTAIN:UN2992, CARBAMATE PESTICIDE,  LIQUID, TOXIC, N.O.S  (CARBOSULFAN, CARBOFURAN),  CLASS 6.1, III  MARINE POLLUTANT, EMS # F-A, S-A  ERT: 151, EMS 6.1-0.1  FOR LEAK, FIRE, SPILL, OR  ACCIDENT EMERGENCIES"
29329994,"STEEL UN2992, CARBAMATE PESTICIDE, LIQUID, TOXIC,N.O.S. (CARBOSULFAN, CARBOFURAN), CLASS 6.1, IIIMARINE POLLUTANT,EMS # F-A, S-A ERT: 151, EMS 6.1-0.1 FOR LEAK, FIRE, SPILL, OR ACCIDENT"
29269029,"1 X 20?´ST CONTAINER TOTAL 80 DRUMS ONLY TOTAL EIGHTY DRUMS ONLY 80 U:.N. APPROVED M.S. DRUMS INDIAN ORIGIN ZETACYPERMETHRIN TECNICO FMC ENV:IRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S CLASS 9, UN 3082 , PG:III"
29329994,"UN2992, CARBAMATEPESTICIDE, LIQUID, TOXIC, N.O.S.(CARBOSULFAN, CARBOFURAN) , CLASS6.1, III MARINE POLLUTANT, EMS # F-A, S-A ERT: 151,EMS 6.1-0.1 FORLEAK, FIRE, SPILL,"
38089299,"1020 CT 1 20´CONTAINER(S) RUBRIC,125SC,4X5L,P*CM ENVIRONMENTALLY HAZARDOUS SUBSTANCE LIQUID, N.O.S. 9 UN 3082, PG III"
38089329,"1 40 H,C CONTAINER CONTAINING 16 INTERMEDIATE BULK CONTAINER CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE 32 BLK AGRICULTURAL HERBICIDE"
38089329,"16 1 40 H,C CONTAINER CONTAINING 16 PIECE(S) CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE AESX20180226064837"
38089199,"32 2 40 H,C CONTAINER CONTAINING CONTAINING   UN3082, ENVIRONMENTALLY   HAZARDOUS SUBSTANCE, LIQUID,   N.O.S., (CADUSAFOS)   CLASS 9, III"
38089329,1 20 CONTAINER CONTAINING 4 PIECE(S) CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE
38089329,"1 40 H,C CONTAINER CONTAINING 29 BLK CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE"
38086990,"LOADED ONTO 21 PALLETS MALATHION,1000EC, 20L, P*BR, PRODUCED 960 CARTONS EACH CONTAINING 20 LITERS"
84810000,FMC
38089199,"4 40´CONTAINER(S) 3084 CT ZIGNAL,500SC,4X5L,P*PRODUCED"
29336991,TOTAL 40 BAGS AMETRYN 96% TECH (AMETRINA TECNICO RAINBOW
29329994,"CARBAMATE PESTICIDE, LIQUID,TOXIC, N.O.S. (CARBOSULFAN, CARBOFURAN) , CLASS 6.1, III MARINE POLLUTANT"
29329994,"(DRUM, STEEL) UN2992, CARBAMATE PESTICIDE, LIQUID,TOXIC, N.O.S. (CARBOSULFAN, CARBOFURAN) , CLASS 6.1, III MARINE POLLUTANT,"
29329994,"DRUM, STEEL) UN2992, CARBAMATE PESTICIDE, LIQUID,TOXIC, N.O.S. (CARBOSULFAN, CARBOFURAN) , CLASS 6.1, III MARINE POLLUTANT"
38089329,"1 40 H,C CONTAINER CONTAINING 32 BLK AGRICULTURAL HERBICIDE"
38089329,"1 40 H,C CONTAINER CONTAINING 28 WA AGRICULTURAL HERBICIDE"
38089329,"1 40 H,C CONTAINER CONTAINING 15 INTERMEDIATE BULK NON-HAZARDOUS AGRICULTURAL HERBICIDE"
38089329,"1 40 H,C CONTAINER CONTAINING 12 1 CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE"
38089329,"1 40 H,C CONTAINER CONTAINING 16 INTERMEDIATE BULK CONTAINER CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE"
38089329,"1 40 H,C CONTAINER CONTAINING 16 INTERMEDIATE BULK CONTAINER CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE"
38089329,"1 40 H,C CONTAINER CONTAINING 32 WA AGRICULTURAL HERBICIDE"
38089199,"1 20 CONTAINER CONTAINING 5 (31HA1) IBC´S CONTAINING UN3082, ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S., (CADUSAFOS) CLASS 9, III"
38089329,"1 40 H,C CONTAINER CONTAINING 12 INTERMEDIATE BULK CONTAINER NON-HAZARDOUS AGRICULTURAL HERBICIDE"
38089199,"32 BLK 1 40 H,C CONTAINER CONTAINING UN3082, ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID N.O.S., (CADUSAFOS) CLASS 9, III"
38089329,"1 40 H,C CONTAINER CONTAINING 32 BLK AGRICULTURAL HERBICIDE"
29333929,IMIDACLOPRID TECNICO CHEMINOVA
13023900,"ONE 40´ X 8´ X 8´6"" GENERAL PU SLAC 720 PACKAGES 700 BAGS GELCARIN ME 6970 20 BAGS LACTOGEL FX 7720"
29333999,MEPIQUAT TECNICO CHEMINOVA
38089329,32 PK CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE
38089329,32 BLK CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE
38089329,14 BLK CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE
38089329,16 BLK CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE
38089329,32 BLK CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE
38089329,32 BLK CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE
38089329,32 BLK CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE
29329994,"2X40HC CONTAINER(S) SAID TO   CONTAIN: 160 DRUM UN2992, CARBAMATE PESTICIDE,  LIQUID, TOXIC, N.O.S.  (CARBOSULFAN, CARBOFURAN),  CLASS 6.1, III  MARINE POLLUTANT, EMS # F-A, S-A  ERT: 151, EMS 6.1-0.1"
29242120,DIURON TECNICO UN 3077 CLASS 9 PG III
29269029,"80 DRUMS ONLY ZETACYPERMETHRIN TECNICO FMC ENVIRONMENTALLY HAZARDOUS SUBSTANCE,"
29329994,"UN2992, CARBAMATE PESTICIDE, LIQUID,TOXIC, N.O.S. (CARBOSULFAN, CARBOFURAN) , CLASS 6.1, III"
39160000,"ONE 40´ X 8´ X 8´6"" GENERAL PU SLAC 6 PALLETS PERFIL FLEXIVEL DE ENTRADA"
38089199,"2 40´CONTAINER(S) 2204 CT WARRANT,700WG,2X5KG,P*CM 1260 CARTONS OF EACH"
29329994,"UN2992, CARBAMATE PESTICIDE, LIQUID,TOXIC, N.O.S. (CARBOSULFAN, CARBOFURAN) , CLASS 6.1, III"
38086990,9 PACKAGES CONTAINING PLASTIC BAG
29329994,"UN2992, CARBAMATE PESTICIDE, LIQUID,TOXIC, N.O.S. (CARBOSULFAN, CARBOFURAN) , CLASS 6.1, III MARINE POLLUTANT,"
84799000,OILWELL EQUIPMENTPO
00330000,OILWELL EQUPMENT
29359019,"38 BAGS OF BORAL TECNICO UN 3077ENVIRONMENTALLY HAZARDOUS SUBSTANC:ESOLID, N.O.S. (SULFENTRAZONE TECHNICAL) CLASS 9III"
38089199,"1 40´CONTAINER(S) 3780 CT 21 PALLETS WARRANT,700WG"
38086990,"21 PALLETS LOADED INTO 1 40´CONTAINER(S) MALATHION,1000EC,20L,P*BR,PRODUCED 960 CARTONS EACH CONTAINING 20 LITERS"
29359019,"38 BAGS OF BORAL TECNICO UN 3077,ENVIRONMENTALLY HAZARDOUS SUBSTA:NCE,SOLID, N.O.S. (SULFENTRAZONE TECHNICAL) CLASS 9,III"
29339969,"1 40´HIGH CUBE CONTAINER FLUTRIAFOL TECH 20 BAGS OF FLUTRIAFOL TECH UN3077, ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, N.O.S. (FLUTRAFOL TECHNICAL) CLASS 9,III"
29359019,"38 BAGS OF BORAL TECNICO UN 3077, ENVIRONMENTALLY HAZARDOUS SUBSTA:NCE, SOLID, N.O.S. (SULFENTRAZONE TECHNICAL) CLASS 9, III,"
29359019,"38 BAGS OF BORAL TECNICO UN 3077, ENVIRONMENTALLY HAZARDOUS SUBSTA:NCE, SOLID, N.O.S. (SULFENTRAZONE TECHNICAL) CLASS 9, III,"
38086990,"3840 CARTONS MALATHION, 1000EC, 20L, P*BR, PRODUCED 960 CARTONS EACH CONTAINING 20 LITERS"
38089329,"1 40 H,C CONTAINER CONTAINING 16 INTERMEDIATE BULK CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE"
38089329,"1 40 H,C CONTAINER CONTAINING 16 INTERMEDIATE BULK CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE"
00330000,"001 40´ X 8´ X 9´6"" HIGH CUBE SLAC 22 PACKAGE NEW AUTO PARTS"
38089329,"1 40 H,C CONTAINER CONTAINING 16 INTERMEDIATE BULK C CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE"
38089329,"1 40 H,C CONTAINER CONTAINING 10 INTERMEDIATE BULK CONTAINER CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE"
38086990,"21 PALLETS MALATHION,1170UL,2X10L"
38089329,"1 40 H,C CONTAINER CONTAINING 16 INTERMEDIATE BULK CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE"
38089329,"1 40 H,C CONTAINER CONTAINING 16 INTERMEDIATE BULK CONTAINER CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE"
38089329,"1 40 H,C CONTAINER CONTAINING 16 INTERMEDIATE BULK CONTAINER CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE"
38089329,"1 40 H,C CONTAINER CONTAINING 16 INTERMEDIATE BULK CONTAINER CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE"
75052200,1 PKG = 1 WOODEN CASE PLASTIC SPOOL
29336991,"ONE 40´ X 8´ X 9´6"" HIGH CUBE SLAC 40 FLEXIBLE IBCS AMETRINA TECNICO RAINBOW) PACKED"
29329994,"DRUM, STEEL) UN2992, CARBAMATE PESTICIDE, LIQUID,TOXIC, N.O.S. (CARBOSULFAN, CARBOFURAN) , CLASS 6.1, III"
38086990,"2 40´HIGH CUBE CONTAINER 2880 CT MALATHION,1000EC,20L,P*PRODUCED 960 CARTONS OF EACH 20L, P*PRODUCED"
39130000,5 PALLET STC PROTANAL VK14 - 20 X 25KG BAGS SCOGIN HV BAGS MANUCOL DM MCLDM GELCARIN DG 5264
38080000,"3 40´CONTAINER(S) 3780 CT WARRANT,700WG,2X5KG,P*CM 1260 CARTONS OF EACH"
38086990,"4 40´HIGH CUBE CONTAINER 3840 CT MALATHION,1000EC,20L,P*PRODUCED 960 CARTONS OF EACH 20L, P*PRODUCED"
29339969,"20 PALLETS LOADED INTO 1 40´HIGH CUBE CONTAINER FLUTRIAFOL TECH 20 BAGS OF FLUTRIAFOL TECH UN3077, ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, N.O.S. (FLUTRAFOL TECHNICAL) CLASS 9,III"
29333999,MEPIQUAT TECNICO CHEMINOVA
38089329,"1 40 H,C CONTAINER CONTAINING CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE"
38089329,1 20 CONTAINER CONTAINING 5 INTERMEDIATE BULK CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE
38089199,"ONE 40´ X 8´ X 9´6"" HIGH CUBE SLAC 32 IBC CONTAINING ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, CLASS 9, III,MARINE POLLUTANT,"
38089199,"ONE 40´ X 8´ X 9´6"" HIGH CUBE SLAC 28 IBC CONTAINING HAZARDOUS SUBSTANCE, LIQUID, CLASS 9, III,MARINE POLLUTANT"
38086990,"= 21 PALLETS MALATHION,1170UL,2X10L,P*C M 3+2"
84810000,1 X 20´GP CONTAINERSAID TO CONTAIN OILWELL EQUIPMENT 2 CRATE
29329994,"UN2992, CARBAMATEPESTICIDE, LIQUID, TOXIC, N.O.S.(CARBOSULFAN, CARBOFURAN) , CLASS6.1, III MARINE POLLUTANT"
29329994,"(DRUM, STEEL) UN2992, CARBAMATE PESTICIDE, LIQUID,TOXIC, N.O.S. (CARBOSULFAN, CARBOFURAN) , CLASS 6.1, III MARINE POLLUTANT"
84810000,1 X 40´GP CONTAINERSAID TO CONTAIN OILWELL EQUIPMENT 3 CRATE
39131000,7 PALLETS STC PROTANAL SP5H 280 X 25 KG BAGS
38089199,"1 40´CONTAINER(S) 1260 CARTONS LOADED ONTO 21 PALLETS WARRANT,700WG CLASS 9 (IMIDACIOPRID) 9 UN 3077, PG III"
29339969,20 BAGS OF FLUTRIAFOL TECH
38089199,"1 40´CONTAINER(S) 2800 CARTONS ZIGNAL,500SC,4X5L,P*PRODUCED"
29269029,"INDIAN ORIGIN ZETACYPERMETHRIN TECNICO FMC ENVIRONMENTALLY HAZARDOUS S:UBSTANCE, LIQUID, N.O.S CLASS 9, UN 3082 , PG III"
38089199,"ONE 40´ X 8´ X 9´6"" HIGH CUBE SLAC 32 ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, CLASS 9, III,MARINE POLLUTANT"
38089329,2* 32 BLK 16 INTERMEDIATE BULK C CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE NLR
38089329,"2* 32 BLK 16 INTERMEDIATE BULK CONTAINER CONTAINING O,GAMIT,360,CS,250GL"
38089329,"1 40 H,C CONTAINER CONTAINING AGRICULTURAL HERBICIDE"
38089199,"ONE 40´ X 8´ X 9´6"" HIGH CUBE SLAC 16 IBC HAZARDOUS SUBSTANCE, LIQUID, CLASS 9, III,MARINE POLLUTANT,"
38089329,"1 20 CONTAINER CONTAINING 7 INTERMEDIATE BULK CONTAINERS CONTAINING O,GAMIT,360,CS,250GL NON-HAZARDOUS AGRICULTURAL HERBICIDE"
39011000,18 PALLET CONTAINING 18 BOXES RESIN
29242120,DIURON TECNICO UN 3077 CLASS 9 PG III
29359019,"38 BAGS OF BORAL TECNICO UN 3077,ENVIRONMENTALLY HAZARDOUS SUBSTANCE,S:OLID, N.O.S. (SULFENTRAZONE TECHNICAL) CLASS 9,III,"
29359019,"38 BAGS OF BORAL TECNICO UN 3077,ENVIRONMENTALLY HAZARDOUS SUBSTANCE,S:OLID, N.O.S. (SULFENTRAZONE TECHNICAL) CLASS 9,III,MARINE"
29359019,"38 BAGS OF BORAL TECNICO UN 3077,ENVIRONMENTALLY HAZARDOUS SUBSTANCE,S:OLID, N.O.S. (SULFENTRAZONE TECHNICAL) CLASS 9,III"
29359019,"38 BAGS OF BORAL TECNICO UN 3077,ENVIRONMENTALLY HAZARDOUS SUBSTANCE,S:OLID, N.O.S. (SULFENTRAZONE TECHNICAL) CLASS 9,III,MARINE POLLUTANT"
29329994,"(DRUM, STEEL) UN2992, CARBAMATE PESTICIDE, LIQUID,TOXIC, N.O.S. (CARBOSULFAN, CARBOFURAN) , CLASS 6.1, III"
29329994,"UN2992, CARBAMATE PESTICIDE, LIQUID,TOXIC, N.O.S. (CARBOSULFAN, CARBOFURAN) , CLASS 6.1, III"
38089299,"10 PALLETS LOADED INTO 1 20´CONTAINER(S) ZIGNAL,500SC,4X5L,P*PRODUCED"
38249986,TOTAL 560 BAGS KALPA TARUSQUARE
38089329,"2 40´ X 8´ X 9´6"" HIGH CUBE SLAC 32 INTERMEDIATE BULK C NON-HAZARDOUS AGRICULTURAL HERBICIDE NLR"
38086990,"21 PALLETS MALATHION,1170UL, 2X10L,P*CM3+2 935 CARTONSOF EACH 10L, P*PRODUCED"
38089329,"1 40 H,C CONTAINER CONTAINING 32 INTERMEDIATE BULK C CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE"
38089329,"ONE 40´ X 8´ X 9´6"" HIGH CUBE SLAC CONTAINING AGRICULTURAL HERBICIDE"
38089329,"ONE 40´ X 8´ X 9´6"" HIGH CUBE SLAC 26 CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE"
38089329,"ONE 40´ X 8´ X 9´6"" HIGH CUBE SLAC 32 INTERMEDIATE BULK C CONTAINING AGRICULTURAL HERBICIDE"
38089329,"ONE 40´ X 8´ X 9´6"" HIGH CUBE SLAC 32 CONTAINING NON-HAZARDOUS"
38089329,"1 40 H,C CONTAINER CONTAINING 16 INTERMEDIATE BULK CONTAINER CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE"
29280090,"30BAGS) CY , CY LUCKY TECNICO CONSAGRO (KRESOXIM-METHYL TECHNICAL)"
29359019,"38 BAGS OF BORAL TECNICO UN 3077,ENVIRONMENTALLY HAZARDOUS SUBSTAN:CE,SOLID, N.O.S. (SULFENTRAZONE TECHNICAL) CLASS 9,III"
29359019,"38 BAGS OF BORAL TECNICO UN 3077,ENVIRONMENTALLY HAZARDOUS SUBSTAN:CE,SOLID, N.O.S. (SULFENTRAZONE TECHNICAL) CLASS 9,III,"
29329994,"UN2992, CARBAMATE PESTICIDE, LIQUID,TOXIC, CARBOSULFAN, CARBOFURAN"
29329994,"UN2992, CARBAMATE PESTICIDE, LIQUID, TOXIC,N.O.S. CARBOSULFAN, CARBOFURAN"
29359019,"38 BAGS OF BORAL TECNICO UN 3077,ENVIRONMENTALLY HAZARDOUS SUBSTANCE,S:OLID, N.O.S. (SULFENTRAZONE TECHNICAL) CLASS 9,III"
38086990,"21 PALLETS MALATHION,1000EC,20L,P*PRO DUCED"
38089329,"1 40 H,C CONTAINER CONTAINING 32 INTERMEDIATE BULK C CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE"
29339969,"1 40´HIGH CUBE CONTAINER FLUTRIAFOL TECH 20 BAGS OF FLUTRIAFOL TECH , ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, N.O.S. (FLUTRAFOL TECHNICAL) CLASS 9,III,MARINE POLLUTANT"
38089329,32 INTERMEDIATE BULK C CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE
38089329,"1 40 H,C CONTAINER CONTAINING 32 INTERMEDIATE BULK C CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE"
38089329,"1 40 H,C CONTAINER CONTAINING 32 INTERMEDIATE BULK CONTAINER CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE"
38089329,1 20 CONTAINER CONTAINING 8 INTERMEDIATE BULK CONTAINER CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE
38089329,"1 40 H,C CONTAINER CONTAINING 16 INTERMEDIATE BULK C CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE"
38249986,01X20 FCL TOTAL560 BAGS MANCOZEBE TECNICO
38086990,"21 PALLETS MALATHION,1000EC,20L,P*PRO DUCED 960 CARTONSOF EACH 20L, P*PRODUCED"
00330000,BOX PARTS OF EXCAVATING MACHINES
38086990,"21 PALLETS MALATHION,1000EC,20L, P*PRODUCED 960 CARTONSOF EACH 20L, P*PRODUCED"
38086990,"21 PALLETS MALATHION,1000EC,20L,P*PRO DUCED 960 CARTONSOF EACH 20L, P*PRODUCED"
38089329,"1 40 H,C CONTAINER CONTAINING 12 INTERMEDIATE BULK C CONTAINING NON-HAZARDOUS AGRICULTURAL HERBICIDE"
29359019,"38 BAGS OF BORAL TECNICO UN 3077,ENVIRONMENTALLY HAZARDOUS SUBSTANCE,S:OLID, N.O.S. (SULFENTRAZONE TECHNICAL) CLASS 9,III,"
29349939,"2 20´ X 8´ X 8´6"" GENERAL PU SLAC 136 DRUMS CLOMAZONE TECHNICAL ENVIRONMENTALLY HAZARDOUS SUBSTANCE,LIQUID, N.O.S. (CLOMAZONE)"
29359019,"38 BAGS OF BORAL TECNICO UN 3077,ENVIRONMENTALLY HAZARDOUS SUBSTANCE,S:OLID, N.O.S. (SULFENTRAZONE TECHNICAL) CLASS 9,III"
29359019,"38 BAGS OF BORAL TECNICO UN 3077,ENVIRONMENTALLY HAZARDOUS SUBSTANCE,S:OLID, N.O.S. (SULFENTRAZONE TECHNICAL) CLASS 9,III,"
00330000,"1 X 40´HC (E.S) CONTAINER (38 PALLETS) CY , CY PARTS FOR AUTOMOTIVE WM12298A,MOTOR ASSY,,WIPER,W,LINK AWM12301A,MOTOR ASSY,,WIPER,W,LINK A 8,928 ST EQUIPMENT SUB AS PER FMC RULE 2.30 PARTS FOR AUTOMOTIVE LM12055,BUSH,, LM12001,SEALING RUBBER,,DUST LM12451A,COVER,,JOINT WM22C008A,CAP,,PIVOT"
73041900,6 CRATE CARBON STEEL SEAMLESS PIPES
73045900,3 CRATES CARBON STEEL STEAMLESS PIPE
73041900,1 CRATE CARBON STEEL SEAMLESS PIPES
29359019,"38 BAGS OF BORAL TECNICO UN 3077,ENVIRONMENTALLY HAZARDOUS SUBSTAN:CE,SOLID, N.O.S. (SULFENTRAZONE TECHNICAL) CLASS 9,III"
29359019,"38 BAGS OF BORAL TECNICO UN 3077,ENVIRONMENTALLY HAZARDOUS SUBSTAN:CE,SOLID, N.O.S. (SULFENTRAZONE TECHNICAL) CLASS 9,III,MARINE POLL:UTANT"
29269029,"1X20  FCL,FCL 80 U.N. APPROVED M.S DRUMS INDIAN ORIGIN ZETACYPERMETHR:IN TECNICO FMC ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S CL:ASS 9, UN 3082 , PG III"
29201990,160 DRUMS  DIETHYL FENIL FOSFOROTIOATO
38089329,"40 H,C CONTAINER CONTAINING 23 INTERMEDIATE BULK CONTAINERS 0, GAMIT,360 NON-HAZARDOUS AGRICULTURAL HERBICIDE"
38089199,"4X5L, DIMEXION,400EC,4X5L,P*PRODUCED"
29329900,"2X40HC CONTAINER 160 DRUM CONTAIN:UN2992, CARBAMATE PESTICIDE, LIQUID, TOXIC, N.O.S (CARBOSULFAN, CARBOFURAN), CLASS 6.1, III"
38086990,"3 40´CONTAINER(S) 2496 CARTONS NORDIK,812.8EC,20L,P*BR"
29329994,"DRUM, STEEL, NON-REMOVABLE HEAD)UN2992, CARBAMATE PESTICIDE, LIQUID, TOXIC, N.O.S.(CARBOSULFAN, CARBOFURAN) , CLASS6.1, III MARINEPOLLUTANT, EMS"
29329994,"( DRUM, STEEL) UN2992, CARBAMATE PESTICIDE, LIQUID,TOXIC, N.O.S. (CARBOSULFAN, CARBOFURAN) , CLASS 6.1, III MARINE POLLUTANT, EMS"
29329994,"DRUM, STEEL) UN2992, CARBAMATE PESTICIDE, LIQUID,TOXIC, N.O.S. (CARBOSULFAN, CARBOFURAN) , CLASS 6.1, III MARINE POLLUTANT, EMS # F-A,S-A ERT: 151, EMS"
29329994,"DRUM, STEEL) UN2992, CARBAMATE PESTICIDE, LIQUID,TOXIC, N.O.S. (CARBOSULFAN, CARBOFURAN) , CLASS 6.1, III MARINE POLLUTANT, EMS"
29359019,"38 BAGS OF BORAL TECNICO UN 3077,ENVIRONMENTALLY HAZARDOUS SUBSTA:NCE,SOLID, N.O.S.(SULFENTRAZONE TECHNICAL) CLASS 9,III"
